Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,UGDate,AgeOfUnder,Graduate,GradDegree,MBA?,MasterPhd?,G_Date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,TotalComp,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,Industry Code,WideIndustry,Log10TotalComp
Kemper,Mr. David B Mathis,Atlanta,GA,56.0,Lake Forest C,BA,60.0,22.0,,none,0.0,0.0,,,38.0,2.0,531308.0,960000,305168.0,,1796480.0,3920030.0,0.157,1549.0,247.4,16.0,Insurance-lifehealth,4.0,Insurance,6.254422386618326
Providian,Mr. Irving W Bailey II,Cambridge,MA,52.0,U of Colorado,BA,63.0,21.0,NYU,MBA,1.0,1.0,68.0,26.0,13.0,6.0,666154.0,457400,551490.0,646759,2321800.0,10178200.0,0.148,2884.0,322.7,15.0,Insurance-lifehealth,4.0,Insurance,6.365824806859364
Protective Life,Mr. DraytonNabers Jr,Birmingham,AL,53.0,Princeton,AB,62.0,21.0,Yale,LLB,0.0,1.0,65.0,24.0,15.0,2.0,398583.0,365700,422638.0,,1186920.0,,0.234,760.0,56.6,32.0,Insurance-lifehealth,4.0,Insurance,6.07442144791044
Aon,Mr. Patrick G Ryan,Milwaukee,WI,57.0,Northwestern U,BS,59.0,22.0,,none,0.0,0.0,,,30.0,12.0,813462.0,310000,94496.0,,1217960.0,5102240.0,13.33,3845.0,323.8,14.0,Insurance-lifehealth,4.0,Insurance,6.085633025518093
Jefferson-Pilot,Mr. David A Stonecipher,Cleveland,TN,53.0,Vanderbilt U,BBA,62.0,21.0,Georgia State U,MS,0.0,1.0,67.0,26.0,2.0,1.0,750000.0,235500,,,985500.0,,0.041,1247.0,219.3,20.0,Insurance-lifehealth,4.0,Insurance,5.9936566286154624
Provident LifeAcci,Mr. J. HaroldChandler,Belton,SC,45.0,Wofford C,BA,71.0,22.0,U of S Carolina,MBA,1.0,1.0,72.0,23.0,1.0,1.0,650000.0,500000,219120.0,,1369120.0,,0.015,2938.0,-81.2,9.0,Insurance-lifehealth,4.0,Insurance,6.136441514645218
Statesman Group,Mr. David J Noble,Des Moines,IA,62.0,,,,,,none,0.0,0.0,,,22.0,12.0,550000.0,400000,27988.0,906722,1884710.0,3075100.0,2.609,379.0,37.2,35.0,Insurance-lifehealth,4.0,Insurance,6.275244534866028
American General,Mr. Harold S Hook,Kansas City,MO,62.0,U of Missouri,BS,53.0,21.0,U of Missouri,MA,0.0,1.0,54.0,22.0,24.0,16.0,980000.0,784000,749207.0,1.8601e+006,4373310.0,15479400.0,0.143,4829.0,250.0,16.0,Insurance-lifehealth,4.0,Insurance,6.640810263193849
John Alden Financial,Mr. Glendon E Johnson,Cleveland,UT,70.0,U of Utah,BS,48.0,24.0,Harvard,LLD,0.0,1.0,52.0,28.0,9.0,9.0,425325.0,579847,113474.0,,1118650.0,,0.376,1407.0,80.0,79.0,Insurance-lifehealth,4.0,Insurance,6.048694226970415
Mercury General,Mr. GeorgeJoseph,Beckley,WV,72.0,Harvard,BS,49.0,27.0,,none,0.0,0.0,,,33.0,33.0,497930.0,20070,,,518000.0,2556060.0,34.688,534.0,96.2,35.0,Insurance-propertycasualty,4.0,Insurance,5.714329759745233
Cincinnati Financial,Mr. Robert B Morgan,Yerkes,KY,60.0,Eastern Kentuck,BA,54.0,20.0,,none,0.0,0.0,,,28.0,3.0,524633.0,347030,,1.88118e+006,2752850.0,5083030.0,0.576,1442.0,202.2,23.0,Insurance-propertycasualty,4.0,Insurance,6.439782547772889
Alleghany,Mr. John J Burns Jr,Cambridge,MA,62.0,Boston C,BS,53.0,21.0,Harvard,MBA,1.0,1.0,55.0,23.0,26.0,2.0,500000.0,257930,712595.0,,1470530.0,,0.272,1908.0,97.6,13.0,Insurance-propertycasualty,4.0,Insurance,6.167473888891749
St Paul Cos,Mr. Douglas W Leatherdale,Canada,,57.0,U of Manitoba,BA,57.0,20.0,,none,0.0,0.0,,,22.0,4.0,611450.0,556420,311257.0,,1479130.0,6125860.0,0.097,4460.0,427.6,14.0,Insurance-propertycasualty,4.0,Insurance,6.170006345600361
Transatlantic Holdin,Mr. Joseph V Taranto,Brooklyn,NY,45.0,CUNY Brooklyn,BS,71.0,22.0,,none,0.0,0.0,,,8.0,8.0,261923.0,109500,2998.0,,374421.0,1251160.0,0.004,726.0,86.7,15.0,Insurance-propertycasualty,4.0,Insurance,5.573360198849068
Continental Corp,Mr. John P Mascotte,Fort Wayne,IN,55.0,St Joseph's IND,BA,61.0,22.0,U of Virginia,LLB,0.0,1.0,64.0,25.0,13.0,11.0,696538.0,332500,57583.0,,1086620.0,4566140.0,0.031,5174.0,208.4,,Insurance-propertycasualty,4.0,Insurance,6.0360776942645185
Allmerica Property,Mr. John F O'Brien,Brockton,MA,51.0,Harvard,AB,65.0,22.0,Harvard,MBA,1.0,1.0,68.0,25.0,2.0,2.0,177625.0,113173,189505.0,,480303.0,,0.005,1953.0,252.4,16.0,Insurance-propertycasualty,4.0,Insurance,5.681515299275599
American Premier Und,Mr. Carl H Lindner,Dayton,OH,75.0,,,,,,none,0.0,0.0,,,11.0,7.0,893750.0,1e+006,99712.0,,1993460.0,5610840.0,40.47,1763.0,232.0,5.0,Insurance-propertycasualty,4.0,Insurance,6.2996075257001625
American Re,Mr. Edward B Jobe,Keokuk,IA,64.0,,,,,,none,0.0,0.0,,,31.0,7.0,457385.0,525000,30947.0,,1013330.0,2674740.0,0.011,1444.0,110.7,-24.0,Insurance-propertycasualty,4.0,Insurance,6.005750900286472
TIG Holdings,Mr. Jon W Rotenstreich,Birmingham,AL,50.0,U of Alabama,BS,64.0,20.0,,none,0.0,0.0,,,1.0,1.0,600000.0,150000,16037.0,,766037.0,,0.366,1881.0,-128.0,,Insurance-propertycasualty,4.0,Insurance,5.884249746796777
Chubb,Mr. Dean R O'Hare,Jersey City,NJ,51.0,NYU,BS,63.0,20.0,Pace U NY,MBA,1.0,1.0,68.0,25.0,31.0,6.0,735270.0,661275,372071.0,,1768620.0,10994400.0,0.056,5500.0,344.2,19.0,Insurance-propertycasualty,4.0,Insurance,6.247634531818166
Argonaut Group,Mr. Charles E Rinsch,Vincennes,IN,61.0,Indiana U,BS,53.0,20.0,Stanford U,MBA,1.0,1.0,60.0,27.0,28.0,6.0,418750.0,140000,4017.0,845375,1408140.0,3756540.0,0.37,439.0,89.1,14.0,Insurance-propertycasualty,4.0,Insurance,6.148645835349331
Reliance Group Holdi,Mr. Saul P Steinberg,New York,NY,54.0,U of Pennsylvan,BS,61.0,21.0,,none,0.0,0.0,,,33.0,33.0,2700000.0,2.7e+006,831000.0,,6231000.0,31722300.0,38.028,2963.0,85.5,7.0,Insurance-propertycasualty,4.0,Insurance,6.794557751254762
Ohio Casualty,Mr. Lauren N Patch,Lexington,KY,43.0,U of Kentucky,BS,73.0,22.0,,none,0.0,0.0,,,22.0,1.0,324808.0,,9043.0,44825,378676.0,,0.544,1670.0,87.0,15.0,Insurance-propertycasualty,4.0,Insurance,5.5782677809648735
Progressive,Mr. Peter B Lewis,Cleveland,OH,60.0,Princeton,AB,55.0,21.0,,none,0.0,0.0,,,39.0,29.0,1000000.0,1.4e+006,1950150.0,,4350150.0,15877200.0,13.934,1955.0,267.3,24.0,Insurance-propertycasualty,4.0,Insurance,6.638504232368232
Geico,Mr. Louis A Simpson,Chicago,IL,57.0,Ohio Wesleyan U,BA,58.0,21.0,Princeton,AM,0.0,1.0,60.0,23.0,15.0,1.0,500000.0,,99127.0,,599127.0,,0.505,2638.0,286.4,18.0,Insurance-propertycasualty,4.0,Insurance,5.777518891759935
USFG,Mr. Norman P Blake Jr,New York,NY,52.0,Purdue U,BA,64.0,22.0,Purdue U,MA,0.0,1.0,66.0,24.0,3.0,3.0,1007680.0,1.36408e+006,2087580.0,,4459340.0,8589430.0,0.055,3249.0,127.2,-12.0,Insurance-propertycasualty,4.0,Insurance,6.649270586163146
ITT,Mr. Rand V Araskog,Fergus Falls,MN,62.0,US Military Aca,BS,53.0,21.0,,none,0.0,0.0,,,27.0,15.0,1525000.0,2.5849e+006,6836760.0,5.82782e+006,16774500.0,33770700.0,0.36,22043.0,963.0,15.0,Insurance-propertycasualty,4.0,Insurance,7.224649583954164
Berkshire Hathaway,Mr. Warren E Buffett,Omaha,NE,63.0,U of Nebraska L,BS,50.0,19.0,Columbia,MBA,1.0,1.0,51.0,20.0,29.0,24.0,100000.0,,,,100000.0,500000.0,43.463,3653.0,759.1,26.0,Insurance-propertycasualty,4.0,Insurance,5.0
20th Century Industr,Mr. Neil H Ashley,Spokane,WA,71.0,,,,,U of Montana,JD,0.0,1.0,50.0,27.0,11.0,1.0,600000.0,200000,,,800000.0,,1e-05,1104.0,108.6,19.0,Insurance-propertycasualty,4.0,Insurance,5.903089986991944
General Re,Mr. Ronald E Ferguson,Chicago,IL,52.0,Blackburn U,BA,63.0,21.0,U of Michigan,MS,0.0,1.0,65.0,23.0,25.0,7.0,768750.0,610000,414761.0,785819,2579330.0,9880650.0,0.074,3560.0,696.8,12.0,Insurance-propertycasualty,4.0,Insurance,6.411506909416194
Nordstrom,Mr. Bruce A Nordstrom,Seattle,WA,61.0,U of Washington,BA,56.0,23.0,,none,0.0,0.0,,,39.0,23.0,,,,,,,6.675,3590.0,140.4,5.0,Retailing-apparel,6.0,Retailing,
Melville,Mr. Stanley P Goldstein,Woonsocket,RI,59.0,U of Pennsylvan,BS,55.0,20.0,,none,0.0,0.0,,,31.0,7.0,1050000.0,285000,702491.0,,2037490.0,8602980.0,0.157,10435.0,331.8,2.0,Retailing-apparel,6.0,Retailing,6.309095485900123
Limited,Mr. Leslie H Wexner,Dayton,OH,56.0,Ohio State U,BS,59.0,21.0,,none,0.0,0.0,,,31.0,31.0,1150000.0,660100,147836.0,,1957940.0,9704730.0,19.225,7245.0,391.0,9.0,Retailing-apparel,6.0,Retailing,6.291799378954264
Gap,Mr. Donald G Fisher,San Francisco,CA,65.0,U of Cal Berkel,BS,50.0,21.0,,none,0.0,0.0,,,25.0,25.0,1397810.0,1.0825e+006,9259.0,,2489570.0,9866210.0,21.926,3296.0,258.4,37.0,Retailing-apparel,6.0,Retailing,6.396124341973734
US Shoe,Mr. Bannus B Hudson,Fort Scott,KS,48.0,U of Kansas,BS,68.0,22.0,,none,0.0,0.0,,,9.0,4.0,580000.0,,3492.0,,583492.0,2464730.0,0.107,2626.0,-15.8,2.0,Retailing-apparel,6.0,Retailing,5.766034906003201
TJX Cos,Mr. BernardCammarata,Brooklyn,NY,54.0,,,,,,none,0.0,0.0,,,18.0,5.0,738942.0,462282,989642.0,,2190870.0,7977850.0,0.312,3627.0,127.0,14.0,Retailing-apparel,6.0,Retailing,6.340616608524807
Best Buy,Mr. Richard M Schulze,St. Paul,MN,53.0,,,,,,none,0.0,0.0,,,28.0,28.0,492308.0,175000,26548.0,1.66666e+006,2360510.0,3949360.0,25.213,2427.0,31.1,62.0,Retailing-consumer electronics,6.0,Retailing,6.373005844604435
Circuit City Stores,Mr. Richard L Sharp,Washington,DC,47.0,,,,,,none,0.0,0.0,,,11.0,8.0,583012.0,870000,,1.2112e+007,13565100.0,18357100.0,1.024,3822.0,125.4,14.0,Retailing-consumer electronics,6.0,Retailing,7.1324229996669555
Intelligent Electron,Mr. Richard D Sanford,New York,NY,50.0,Hofstra U,BA,71.0,27.0,,none,0.0,0.0,,,12.0,12.0,748056.0,450000,98072.0,,1296130.0,4044910.0,11.394,2646.0,42.9,44.0,Retailing-consumer electronics,6.0,Retailing,6.112648562839521
Tandy,Mr. John V Roach,Stamford,TX,55.0,Texas Christian,BA,61.0,22.0,Texas Christian,MBA,1.0,1.0,65.0,26.0,27.0,13.0,647500.0,647500,86115.0,,1381120.0,5175120.0,0.155,4103.0,83.8,-1.0,Retailing-consumer electronics,6.0,Retailing,6.1402314143307795
Federated Department,Mr. Allen I Questrom,Boston,MA,54.0,Boston U,BA,64.0,24.0,,none,0.0,0.0,,,4.0,4.0,1200000.0,,993572.0,,2193570.0,8239230.0,0.004,7229.0,196.8,18.0,Retailing-department stores,6.0,Retailing,6.341151497928866
May Department Store,Mr. David C Farrell,Chicago,IL,60.0,Antioch U,BA,56.0,22.0,,none,0.0,0.0,,,38.0,15.0,1100000.0,408112,880652.0,2.31701e+006,4705780.0,13793300.0,0.315,11529.0,711.0,21.0,Retailing-department stores,6.0,Retailing,6.672631619605963
Sears Roebuck,Mr. Edward A Brennan,Chicago,IL,60.0,Marquette U,BS,55.0,21.0,,none,0.0,0.0,,,38.0,8.0,1025000.0,2.05e+006,26548.0,1.07146e+006,4173010.0,11161000.0,0.045,50838.0,2409.1,10.0,Retailing-department stores,6.0,Retailing,6.620449425435317
Mercantile Stores,Mr. David L Nichols,Toledo,OH,51.0,U of Toledo,BS,90.0,47.0,,none,0.0,0.0,,,30.0,2.0,480000.0,160000,28397.0,,668397.0,,0.014,2730.0,86.6,-1.0,Retailing-department stores,6.0,Retailing,5.825034491959879
JC Penney,Mr. William R Howell,Claremore,OK,58.0,U of Oklahoma,BBA,58.0,22.0,,none,0.0,0.0,,,36.0,11.0,691967.0,1.04888e+006,532992.0,71956,2345800.0,10613300.0,0.072,19578.0,944.0,19.0,Retailing-department stores,6.0,Retailing,6.3702909819487274
Dillard Department S,Mr. William T Dillard Sr,Mineral Spr,AR,79.0,U of Arkansas,BBA,35.0,20.0,Columbia,MS,0.0,1.0,37.0,22.0,55.0,55.0,835000.0,1.135e+006,114013.0,,2084010.0,11567400.0,1.04,5131.0,241.1,15.0,Retailing-department stores,6.0,Retailing,6.318899798569137
Carter Hawley Hale S,Mr. David L Dworkin,Cleveland,OH,50.0,Webster U,BA,74.0,30.0,,none,0.0,0.0,,,1.0,1.0,1000000.0,,1477660.0,,2477660.0,,1e-05,2093.0,-95.9,-34.0,Retailing-department stores,6.0,Retailing,6.3940417095239805
Rite Aid,Mr. AlexGrass,Scranton,PA,66.0,U of Florida,LLB,49.0,21.0,,none,0.0,0.0,,,41.0,32.0,1125000.0,,2000.0,635751,1762750.0,6077500.0,2.78,4289.0,126.5,5.0,Retailing-drugdiscount,6.0,Retailing,6.2461907233490805
Bradlees,Mr. Barry A Berman,Boston,MA,52.0,Northeastern U,BS,64.0,22.0,,none,0.0,0.0,,,27.0,2.0,500032.0,,115683.0,,615715.0,,0.328,1881.0,13.5,24.0,Retailing-drugdiscount,6.0,Retailing,5.7893797339680875
Eckerd,Mr. StewartTurley,Mt. Sterling,KY,59.0,,,,,,none,0.0,0.0,,,28.0,19.0,591351.0,135906,926993.0,,1654250.0,3515620.0,1.677,4191.0,41.4,71.0,Retailing-drugdiscount,6.0,Retailing,6.218601143315634
Kmart,Mr. Joseph E Antonini,Morgantown,WV,52.0,West Virginia U,BS,64.0,22.0,,none,0.0,0.0,,,30.0,7.0,850000.0,604901,290162.0,,1745060.0,6285850.0,0.044,34557.0,-912.0,3.0,Retailing-drugdiscount,6.0,Retailing,6.241810363800036
Revco DS,Mr. D DwayneHoven,Jackson,AL,52.0,Auburn U,BS,64.0,22.0,,none,0.0,0.0,,,7.0,1.0,394339.0,189398,,,583737.0,,0.052,2420.0,30.5,42.0,Retailing-drugdiscount,6.0,Retailing,5.766217221812059
Wal-Mart Stores,Mr. David D Glass,Mountainview,MO,58.0,SW Missouri St,BS,59.0,23.0,,none,0.0,0.0,,,18.0,6.0,850000.0,,184235.0,,1034240.0,11777400.0,0.118,67345.0,2333.3,27.0,Retailing-drugdiscount,6.0,Retailing,6.014621330422455
Venture Stores,Mr. JulianSeeherman,Wilkes Barre,PA,64.0,Syracuse U,BA,51.0,21.0,,none,0.0,0.0,,,17.0,10.0,485000.0,233965,1809820.0,,2528790.0,4430300.0,0.625,1863.0,43.9,42.0,Retailing-drugdiscount,6.0,Retailing,6.402912765434574
Fred Meyer,Mr. Robert G Miller,Louisville,MS,50.0,,,,,,none,0.0,0.0,,,3.0,3.0,505610.0,409251,693912.0,925000,2533770.0,,0.625,2979.0,70.9,19.0,Retailing-drugdiscount,6.0,Retailing,6.403767189764354
Hook-SupeRx,Mr. Philip E Beekman,Verona,NJ,63.0,Dartmouth,AB,53.0,22.0,,none,0.0,0.0,,,8.0,8.0,550000.0,,235693.0,,785693.0,5987830.0,5.153,2304.0,-3.3,-11.0,Retailing-drugdiscount,6.0,Retailing,5.895252883888288
Walgreen,Mr. Charles R Walgreen II,Chicago,IL,58.0,U of Michigan,BS,58.0,22.0,,none,0.0,0.0,,,42.0,23.0,710000.0,373410,609912.0,,1693320.0,6851380.0,0.507,8498.0,249.9,19.0,Retailing-drugdiscount,6.0,Retailing,6.228739037909205
Longs Drug Stores,Mr. Robert M Long,Oakland,CA,56.0,Claremont McKen,BA,60.0,22.0,,none,0.0,0.0,,,33.0,17.0,103000.0,282610,91763.0,,477373.0,2432240.0,10.01,2499.0,49.8,2.0,Retailing-drugdiscount,6.0,Retailing,5.678857851866772
Ames Department Stor,Mr. PeterThorner,Brooklyn,NY,50.0,CUNY Brooklyn,BS,65.0,21.0,,none,0.0,0.0,,,4.0,1.0,450000.0,225000,,,675000.0,,1e-05,2309.0,,141.0,Retailing-drugdiscount,6.0,Retailing,5.829303772831024
Dayton Hudson,Mr. Robert J Ulrich,Minneapolis,MN,50.0,U of Minnesota,BA,67.0,23.0,,none,0.0,0.0,,,27.0,1.0,842796.0,,302050.0,,1144850.0,,0.011,19233.0,375.0,12.0,Retailing-drugdiscount,6.0,Retailing,6.0587485884752565
Caldor,Mr. Don R Clarke,Rexburg,ID,48.0,Brigham Young U,BS,70.0,24.0,Washington Stat,MBA,1.0,1.0,71.0,25.0,8.0,8.0,531250.0,297675,2948.0,,831873.0,6057400.0,1.024,2414.0,41.4,14.0,Retailing-drugdiscount,6.0,Retailing,5.920057028683504
Woolworth,Mr. John W Adams,Canada,,69.0,,,,,,none,0.0,0.0,,,1.0,1.0,,,,,,,0.008,9626.0,-495.0,-6.0,Retailing-drugdiscount,6.0,Retailing,
Payless Cashways,Mr. DavidStanley,Kansas City,MO,58.0,Columbia,LLB,57.0,21.0,,none,0.0,0.0,,,14.0,12.0,600000.0,180000,10262.0,,790262.0,3107920.0,0.091,2650.0,30.2,15.0,Retailing-home improvement,6.0,Retailing,5.897771099252794
Hechinger,Mr. John W Hechinger Jr,Washington,DC,44.0,Boston C,BS,72.0,22.0,,none,0.0,0.0,,,22.0,4.0,422500.0,,778.0,,423278.0,1780070.0,1.173,2095.0,24.8,-3.0,Retailing-home improvement,6.0,Retailing,5.626625696475673
Lowe's Cos,Mr. Leonard G Herring,Snow Hill,NC,66.0,U of North Caro,BS,48.0,20.0,,none,0.0,0.0,,,38.0,16.0,535000.0,373750,193023.0,441875,1543650.0,4215090.0,1.251,4538.0,131.8,43.0,Retailing-home improvement,6.0,Retailing,6.188548837256455
Home Depot,Mr. BernardMarcus,Newark,NJ,65.0,Rutgers,BS,54.0,25.0,,none,0.0,0.0,,,16.0,16.0,600000.0,2.08e+006,164134.0,,2844130.0,10784800.0,3.326,9239.0,457.4,51.0,Retailing-home improvement,6.0,Retailing,6.453949443320853
Waban,Mr. Herbert J Zarkin,Haverhill,MA,55.0,,,,,,none,0.0,0.0,,,5.0,1.0,441135.0,237479,3491.0,97850,779955.0,,0.145,3589.0,-18.7,1.0,Retailing-home improvement,6.0,Retailing,5.89206954651682
Spiegel,Mr. John J Shea,Newark,NJ,56.0,La Salle,BS,59.0,21.0,U of Pittsburgh,MS,0.0,1.0,60.0,22.0,14.0,9.0,550000.0,605500,143218.0,433960,1732680.0,5928980.0,0.079,2596.0,48.7,34.0,Retailing-home shopping,6.0,Retailing,6.238718362444645
Service Merchandise,Mr. RaymondZimmerman,Memphis,TN,61.0,,,,,,none,0.0,0.0,,,34.0,21.0,750000.0,,29590.0,,779590.0,5401440.0,5.138,3815.0,82.3,13.0,Retailing-home shopping,6.0,Retailing,5.891866259675095
CUC International,Mr. Walter A Forbes,Rockford,IL,51.0,Northwestern U,BS,61.0,18.0,Harvard,MBA,1.0,1.0,68.0,25.0,18.0,18.0,583958.0,575000,144965.0,1.26406e+007,13944500.0,18809500.0,0.832,843.0,80.0,62.0,Retailing-home shopping,6.0,Retailing,7.144402946631185
Office Depot,Mr. David I Fuente,Chicago,IL,48.0,Purdue U,BS,67.0,21.0,Purdue U,MS,0.0,1.0,69.0,23.0,6.0,6.0,550000.0,864981,4497.0,263625,1683100.0,32182100.0,0.261,2580.0,63.4,45.0,Retailing-specialty retailers,6.0,Retailing,6.226109919991274
Kohl's,Mr. William S Kellogg,Milwaukee,WI,50.0,,,,,,none,0.0,0.0,,,28.0,15.0,686250.0,194737,22058.0,,903045.0,,13.117,1306.0,55.7,86.0,Retailing-specialty retailers,6.0,Retailing,5.955709392356411
AutoZone,Mr. Joseph R Hyde III,Memphis,TN,51.0,U of North Caro,BS,65.0,22.0,,none,0.0,0.0,,,29.0,22.0,551670.0,551670,7552.0,3.11171e+007,32228000.0,34960900.0,10.038,1287.0,91.8,52.0,Retailing-specialty retailers,6.0,Retailing,7.5082333549720115
Blockbuster Entertai,Mr. H WayneHuizenga,Evergreen Park,IL,56.0,,,,,,none,0.0,0.0,,,7.0,7.0,444231.0,112500,,1.5e+007,15556700.0,18053500.0,4.38,2227.0,243.6,30.0,Retailing-specialty retailers,6.0,Retailing,7.191917476729061
Toys `R' Us,Mr. MichaelGoldstein,Brooklyn,NY,53.0,CUNY Queens,BA,63.0,22.0,,none,0.0,0.0,,,11.0,1.0,175000.0,772753,25942.0,,973695.0,,0.012,7946.0,483.0,16.0,Retailing-specialty retailers,6.0,Retailing,5.988422939875889
Price/Costco,Mr. James D Sinegal,Pittsburgh,PA,58.0,San Diego State,BA,59.0,23.0,,none,0.0,0.0,,,9.0,6.0,300000.0,,20625.0,6.19891e+006,6519540.0,8217950.0,1.381,15681.0,145.9,2.0,Retailing-specialty retailers,6.0,Retailing,6.814216954242763
